Date,Open,High,Low,Close,Adj Close,Volume
2023-12-21,35.9900016784668,36.70000076293945,35.560001373291016,36.66999816894531,36.66999816894531,1949100
2023-12-22,36.689998626708984,37.040000915527344,36.310001373291016,36.58000183105469,36.58000183105469,1154700
2023-12-26,36.5,36.959999084472656,36.439998626708984,36.810001373291016,36.810001373291016,1128900
2023-12-27,36.939998626708984,36.939998626708984,36.29999923706055,36.34000015258789,36.34000015258789,1148100
2023-12-28,36.439998626708984,37.16999816894531,36.34000015258789,36.970001220703125,36.970001220703125,1141200
2023-12-29,36.66999816894531,36.95000076293945,36.31999969482422,36.52000045776367,36.52000045776367,982500
2024-01-02,36.2400016784668,37.58000183105469,35.9900016784668,36.83000183105469,36.83000183105469,1164700
2024-01-03,36.0,36.599998474121094,35.40999984741211,35.58000183105469,35.58000183105469,1372900
2024-01-04,35.880001068115234,36.369998931884766,35.439998626708984,36.25,36.25,1522500
2024-01-05,35.88999938964844,37.18000030517578,35.7400016784668,36.900001525878906,36.900001525878906,2816000
2024-01-08,36.65999984741211,37.720001220703125,36.61000061035156,36.720001220703125,36.720001220703125,1780200
2024-01-09,36.310001373291016,36.4900016784668,36.02000045776367,36.33000183105469,36.33000183105469,1244700
2024-01-10,35.959999084472656,36.2400016784668,35.52000045776367,36.0099983215332,36.0099983215332,1120800
2024-01-11,37.04999923706055,37.18000030517578,36.029998779296875,36.779998779296875,36.779998779296875,2537100
2024-01-12,37.0,37.310001373291016,36.27000045776367,36.560001373291016,36.560001373291016,1426400
2024-01-16,36.08000183105469,36.47999954223633,35.33000183105469,36.2400016784668,36.2400016784668,1853500
2024-01-17,35.470001220703125,35.810001373291016,34.41999816894531,34.56999969482422,34.56999969482422,1898500
2024-01-18,34.56999969482422,34.7400016784668,34.31999969482422,34.56999969482422,34.56999969482422,1415800
2024-01-19,34.7400016784668,35.369998931884766,34.130001068115234,35.209999084472656,35.209999084472656,1019300
2024-01-22,35.25,36.20000076293945,35.2400016784668,35.7400016784668,35.7400016784668,1554400
2024-01-23,36.310001373291016,36.65999984741211,36.040000915527344,36.349998474121094,36.349998474121094,1749600
2024-01-24,36.619998931884766,36.619998931884766,35.4900016784668,35.61000061035156,35.61000061035156,1054700
2024-01-25,36.209999084472656,36.5,35.5,36.31999969482422,36.31999969482422,2128000
2024-01-26,36.619998931884766,37.15999984741211,36.31999969482422,36.84000015258789,36.84000015258789,1469200
2024-01-29,36.630001068115234,36.810001373291016,36.06999969482422,36.45000076293945,36.45000076293945,1563800
2024-01-30,36.09000015258789,36.22999954223633,35.790000915527344,35.810001373291016,35.810001373291016,1005900
2024-01-31,35.59000015258789,35.7400016784668,34.439998626708984,34.54999923706055,34.54999923706055,2089600
2024-02-01,35.0,35.709999084472656,34.40999984741211,35.47999954223633,35.47999954223633,1309700
2024-02-02,34.93000030517578,35.470001220703125,34.560001373291016,35.0099983215332,35.0099983215332,906800
2024-02-05,34.41999816894531,35.029998779296875,33.83000183105469,34.7599983215332,34.7599983215332,1491300
2024-02-06,34.59000015258789,34.810001373291016,34.0,34.720001220703125,34.720001220703125,1484000
2024-02-07,34.91999816894531,35.16999816894531,34.099998474121094,35.02000045776367,35.02000045776367,1613600
2024-02-08,35.130001068115234,35.150001525878906,34.75,35.119998931884766,35.119998931884766,1278100
2024-02-09,35.13999938964844,35.790000915527344,34.95000076293945,35.689998626708984,35.689998626708984,1269100
2024-02-12,35.79999923706055,37.040000915527344,35.72999954223633,36.63999938964844,36.63999938964844,1767900
2024-02-13,35.54999923706055,35.9900016784668,35.209999084472656,35.70000076293945,35.70000076293945,1792500
2024-02-14,36.0,36.22999954223633,35.5099983215332,35.90999984741211,35.90999984741211,786100
2024-02-15,36.15999984741211,36.95000076293945,35.939998626708984,36.560001373291016,36.560001373291016,945800
