Date,Open,High,Low,Close,Adj Close,Volume
2023-12-21,119.9000015258789,120.11000061035156,118.81999969482422,119.48999786376953,119.48999786376953,1326300
2023-12-22,119.87999725341797,120.18000030517578,119.2699966430664,119.62000274658203,119.62000274658203,984600
2023-12-26,119.54000091552734,119.81999969482422,119.30999755859375,119.4800033569336,119.4800033569336,723600
2023-12-27,119.5,119.91999816894531,118.62000274658203,119.0,119.0,1127300
2023-12-28,119.25,119.37999725341797,118.94999694824219,119.0199966430664,119.0199966430664,566200
2023-12-29,118.91999816894531,119.08999633789062,117.66000366210938,118.3499984741211,118.3499984741211,772000
2024-01-02,117.13999938964844,117.41999816894531,116.37999725341797,116.87999725341797,116.87999725341797,1216900
2024-01-03,116.5999984741211,116.9000015258789,115.69000244140625,116.30999755859375,116.30999755859375,1233700
2024-01-04,116.08999633789062,116.37000274658203,114.61000061035156,114.62999725341797,114.62999725341797,1083400
2024-01-05,114.63999938964844,115.20999908447266,114.0999984741211,114.33000183105469,114.33000183105469,1333600
2024-01-08,114.63999938964844,116.04000091552734,114.63999938964844,115.98999786376953,115.98999786376953,760700
2024-01-09,115.83999633789062,116.55999755859375,115.51000213623047,115.69999694824219,115.69999694824219,858600
2024-01-10,115.5999984741211,116.31999969482422,115.33999633789062,116.08000183105469,116.08000183105469,699800
2024-01-11,116.0999984741211,117.4000015258789,115.5,117.27999877929688,117.27999877929688,918400
2024-01-12,117.94999694824219,118.66999816894531,117.44000244140625,118.0999984741211,118.0999984741211,1081400
2024-01-16,117.58000183105469,118.91999816894531,117.3499984741211,118.47000122070312,118.47000122070312,1334300
2024-01-17,118.12000274658203,118.47000122070312,117.66999816894531,117.70999908447266,117.70999908447266,752900
2024-01-18,118.16000366210938,119.55999755859375,117.95999908447266,119.33000183105469,119.33000183105469,1491300
2024-01-19,119.63999938964844,120.68000030517578,119.2300033569336,120.3499984741211,120.3499984741211,1710300
2024-01-22,121.41000366210938,122.19000244140625,121.05999755859375,121.88999938964844,121.88999938964844,1488900
2024-01-23,122.1500015258789,123.2699966430664,121.66000366210938,123.2300033569336,123.2300033569336,1323700
2024-01-24,123.98999786376953,125.5,123.62000274658203,123.76000213623047,123.76000213623047,2642300
2024-01-25,123.94999694824219,124.16999816894531,122.30999755859375,123.66000366210938,123.66000366210938,1950000
2024-01-26,123.77999877929688,123.94000244140625,122.9000015258789,123.05999755859375,123.05999755859375,769500
2024-01-29,122.66000366210938,124.58000183105469,121.83000183105469,124.52999877929688,124.52999877929688,1393100
2024-01-30,124.62999725341797,125.0999984741211,124.08999633789062,124.66000366210938,124.66000366210938,1984000
2024-01-31,124.5,124.62000274658203,122.6500015258789,123.2300033569336,123.2300033569336,1404700
2024-02-01,123.45999908447266,124.44000244140625,122.93000030517578,124.04000091552734,124.04000091552734,1248300
2024-02-02,124.16999816894531,124.56999969482422,122.68000030517578,124.41000366210938,124.41000366210938,1338900
2024-02-05,123.95999908447266,125.19999694824219,122.63999938964844,124.61000061035156,124.61000061035156,1405700
2024-02-06,125.0,125.11000061035156,123.63999938964844,124.4800033569336,124.4800033569336,1221300
2024-02-07,125.05000305175781,125.9000015258789,124.1500015258789,125.56999969482422,125.56999969482422,1195600
2024-02-08,125.08999633789062,127.33999633789062,125.05999755859375,126.77999877929688,126.77999877929688,1564600
2024-02-09,128.0500030517578,129.1699981689453,126.9800033569336,128.32000732421875,128.32000732421875,1704200
2024-02-12,128.5500030517578,128.6199951171875,126.95999908447266,128.14999389648438,128.14999389648438,1976800
2024-02-13,125.5199966430664,126.77999877929688,124.2699966430664,125.05000305175781,125.05000305175781,3042700
2024-02-14,119.12000274658203,122.0,113.80999755859375,114.80000305175781,114.80000305175781,7080500
2024-02-15,114.19999694824219,114.66999816894531,111.02999877929688,111.56999969482422,111.56999969482422,4018200
2024-02-16,111.05000305175781,112.11000061035156,108.86000061035156,109.19000244140625,109.19000244140625,3364800
2024-02-20,108.5999984741211,109.43000030517578,108.13999938964844,108.36000061035156,108.36000061035156,2390600
2024-02-21,107.80000305175781,108.27999877929688,107.0,107.16000366210938,107.16000366210938,2618600
2024-02-22,108.47000122070312,108.70999908447266,106.56999969482422,106.94999694824219,106.94999694824219,3471900
2024-02-23,107.69000244140625,109.12999725341797,107.3499984741211,108.16999816894531,108.16999816894531,1417700
2024-02-26,108.11000061035156,109.48999786376953,107.51000213623047,108.06999969482422,108.06999969482422,1932000
2024-02-27,108.19999694824219,108.44000244140625,107.16000366210938,107.76000213623047,107.76000213623047,1482100
2024-02-28,107.66000366210938,108.45999908447266,107.48999786376953,108.13999938964844,108.13999938964844,975200
2024-02-29,108.91999816894531,111.06999969482422,108.58999633789062,110.91999816894531,110.91999816894531,2836600
2024-03-01,110.55000305175781,111.5999984741211,109.66000366210938,110.23999786376953,110.23999786376953,2295800
2024-03-04,110.44000244140625,111.52999877929688,109.9000015258789,110.76000213623047,110.76000213623047,1274400
2024-03-05,110.5,111.80000305175781,109.3499984741211,109.37999725341797,109.37999725341797,1675100
2024-03-06,110.29000091552734,110.83000183105469,109.2699966430664,110.16000366210938,110.16000366210938,1489500
2024-03-07,111.83999633789062,113.13999938964844,110.69000244140625,112.83000183105469,112.83000183105469,3387700
2024-03-08,112.4000015258789,113.36000061035156,110.41999816894531,111.0,111.0,2160300
2024-03-11,110.73999786376953,111.79000091552734,109.9000015258789,110.02999877929688,110.02999877929688,2470100
2024-03-12,109.6500015258789,110.55000305175781,109.13999938964844,109.77999877929688,109.77999877929688,2156900
2024-03-13,109.66000366210938,110.79000091552734,109.47000122070312,109.52999877929688,109.52999877929688,1451300
2024-03-14,109.58000183105469,109.88999938964844,108.30000305175781,108.94999694824219,108.94999694824219,1392600
2024-03-15,108.27999877929688,108.9000015258789,107.1500015258789,107.25,107.25,2957800
2024-03-18,107.47000122070312,108.9000015258789,107.25,107.87000274658203,107.87000274658203,1528700
2024-03-19,107.31999969482422,107.8499984741211,106.80999755859375,107.79000091552734,107.79000091552734,1326800
2024-03-20,107.8499984741211,109.63999938964844,107.69999694824219,109.5999984741211,109.5999984741211,1809500
2024-03-21,109.66999816894531,110.18000030517578,109.05999755859375,109.1500015258789,109.1500015258789,1123100
2024-03-22,109.93000030517578,109.95999908447266,108.55000305175781,108.97000122070312,108.97000122070312,949700
2024-03-25,108.61000061035156,109.4800033569336,108.3499984741211,108.55999755859375,108.55999755859375,1199700
2024-03-26,108.91000366210938,109.11000061035156,107.87000274658203,108.0199966430664,108.0199966430664,849200
2024-03-27,108.69999694824219,109.66999816894531,108.44000244140625,109.62999725341797,109.62999725341797,1109500
2024-03-28,109.55999755859375,110.13999938964844,108.51000213623047,108.76000213623047,108.76000213623047,1411400
2024-04-01,108.7699966430664,109.9800033569336,108.76000213623047,109.33000183105469,109.33000183105469,1063100
2024-04-02,108.66000366210938,108.73999786376953,107.33000183105469,107.37999725341797,107.37999725341797,1123400
2024-04-03,107.19000244140625,107.91000366210938,106.22000122070312,107.08000183105469,107.08000183105469,1183300
2024-04-04,107.72000122070312,108.18000030517578,105.83999633789062,105.98999786376953,105.98999786376953,1173800
2024-04-05,105.77999877929688,106.87999725341797,105.77999877929688,106.23999786376953,106.23999786376953,919200
2024-04-08,106.2300033569336,106.69000244140625,105.62000274658203,105.81999969482422,105.81999969482422,1012800
2024-04-09,106.13999938964844,107.5999984741211,105.73999786376953,107.56999969482422,107.56999969482422,1233400
2024-04-10,106.30999755859375,107.12000274658203,104.0199966430664,104.37999725341797,104.37999725341797,1183900
2024-04-11,104.37999725341797,106.11000061035156,104.08000183105469,105.08999633789062,105.08999633789062,1374100
2024-04-12,104.33000183105469,104.38999938964844,102.94000244140625,103.47000122070312,103.47000122070312,1039300
2024-04-15,103.87000274658203,104.44999694824219,101.9000015258789,102.22000122070312,102.22000122070312,1576900
2024-04-16,102.16000366210938,102.33999633789062,101.06999969482422,101.33000183105469,101.33000183105469,935700
2024-04-17,101.36000061035156,102.25,100.2699966430664,100.33999633789062,100.33999633789062,1303600
2024-04-18,100.80000305175781,101.38999938964844,100.0199966430664,100.7300033569336,100.7300033569336,1388100
2024-04-19,100.69000244140625,101.72000122070312,100.44999694824219,101.5,101.5,1312900
2024-04-22,101.61000061035156,101.94000244140625,100.52999877929688,100.87999725341797,100.87999725341797,1192900
2024-04-23,101.3499984741211,102.11000061035156,101.12000274658203,101.76000213623047,101.76000213623047,996400
2024-04-24,101.72000122070312,102.5999984741211,101.70999908447266,102.19000244140625,102.19000244140625,996800
2024-04-25,101.62000274658203,102.16000366210938,100.29000091552734,101.79000091552734,101.79000091552734,1139400
2024-04-26,102.18000030517578,102.62000274658203,101.66000366210938,101.68000030517578,101.68000030517578,820100
2024-04-29,101.70999908447266,102.83000183105469,101.62000274658203,101.77999877929688,101.77999877929688,705700
2024-04-30,101.16000366210938,101.76000213623047,100.68000030517578,100.93000030517578,100.93000030517578,1691000
2024-05-01,101.01000213623047,102.38999938964844,100.73999786376953,100.88999938964844,100.88999938964844,767600
2024-05-02,101.01000213623047,101.01000213623047,97.70999908447266,99.73999786376953,99.73999786376953,1941300
2024-05-03,100.61000061035156,100.91000366210938,98.7300033569336,99.66999816894531,99.66999816894531,1724200
2024-05-06,100.08999633789062,101.36000061035156,100.08999633789062,101.08000183105469,101.08000183105469,1135600
2024-05-07,101.7300033569336,101.83999633789062,101.02999877929688,101.66999816894531,101.66999816894531,941900
2024-05-08,101.37000274658203,102.16000366210938,100.9000015258789,102.12000274658203,102.12000274658203,1719100
2024-05-09,102.0999984741211,102.6500015258789,101.54000091552734,102.45999908447266,102.45999908447266,3679100
2024-05-10,94.19999694824219,94.81999969482422,90.52999877929688,91.19000244140625,91.19000244140625,9731100
