Date,Open,High,Low,Close,Adj Close,Volume
2023-12-21,135.6999969482422,135.9199981689453,134.1699981689453,135.39999389648438,135.39999389648438,1511800
2023-12-22,135.85000610351562,137.67999267578125,135.2899932861328,137.39999389648438,137.39999389648438,1227300
2023-12-26,137.39999389648438,138.69000244140625,137.07000732421875,138.0800018310547,138.0800018310547,704800
2023-12-27,137.60000610351562,138.4199981689453,137.42999267578125,138.38999938964844,138.38999938964844,714400
2023-12-28,138.07000732421875,139.8699951171875,138.07000732421875,139.82000732421875,139.82000732421875,900500
2023-12-29,139.8300018310547,140.38999938964844,139.41000366210938,139.97999572753906,139.97999572753906,723400
2024-01-02,140.3300018310547,143.91000366210938,140.3300018310547,143.80999755859375,143.80999755859375,2263600
2024-01-03,144.0800018310547,145.4499969482422,143.8000030517578,145.0,145.0,1701200
2024-01-04,147.0800018310547,151.4600067138672,147.0800018310547,148.5,148.5,3176500
2024-01-05,149.33999633789062,150.22000122070312,147.60000610351562,149.97999572753906,149.97999572753906,1551200
2024-01-08,149.94000244140625,150.7899932861328,148.5800018310547,149.3800048828125,149.3800048828125,2398600
2024-01-09,150.25,151.36000061035156,148.66000366210938,150.97999572753906,150.97999572753906,1599700
2024-01-10,151.0500030517578,152.0,149.91000366210938,150.30999755859375,150.30999755859375,1335100
2024-01-11,149.86000061035156,150.60000610351562,148.22999572753906,150.3699951171875,150.3699951171875,1532400
2024-01-12,151.0,151.1999969482422,148.86000061035156,151.02999877929688,151.02999877929688,1115400
2024-01-16,151.42999267578125,152.39999389648438,150.44000244140625,151.5,151.5,1187500
2024-01-17,151.55999755859375,153.8800048828125,150.97000122070312,152.5500030517578,152.5500030517578,1615300
2024-01-18,151.77999877929688,153.3000030517578,150.1699981689453,152.9199981689453,152.9199981689453,1572900
2024-01-19,155.0,156.52000427246094,154.1300048828125,154.8800048828125,154.8800048828125,1989700
2024-01-22,155.42999267578125,156.32000732421875,155.1699981689453,155.38999938964844,155.38999938964844,940600
2024-01-23,155.38999938964844,156.7899932861328,153.83999633789062,154.11000061035156,154.11000061035156,1140700
2024-01-24,155.6300048828125,159.60000610351562,155.57000732421875,157.4199981689453,157.4199981689453,2374600
2024-01-25,158.38999938964844,159.36000061035156,156.92999267578125,159.05999755859375,159.05999755859375,1253300
2024-01-26,158.8800048828125,159.02000427246094,157.88999938964844,158.3699951171875,158.3699951171875,1034900
2024-01-29,157.27999877929688,158.1199951171875,155.72999572753906,156.05999755859375,156.05999755859375,1277000
2024-01-30,155.9600067138672,156.85000610351562,154.97000122070312,156.49000549316406,156.49000549316406,1135500
2024-01-31,156.85000610351562,157.2899932861328,154.99000549316406,155.25,155.25,1349800
2024-02-01,154.33999633789062,156.52999877929688,153.4199981689453,156.19000244140625,156.19000244140625,1005100
2024-02-02,156.99000549316406,158.1999969482422,156.6199951171875,157.3699951171875,157.3699951171875,1088300
2024-02-05,156.4600067138672,157.44000244140625,155.69000244140625,156.8300018310547,156.8300018310547,1331400
2024-02-06,156.4499969482422,157.85000610351562,156.02000427246094,157.35000610351562,157.35000610351562,965300
2024-02-07,157.6999969482422,159.3300018310547,157.5399932861328,158.60000610351562,158.60000610351562,1871300
2024-02-08,163.0,168.0500030517578,159.9499969482422,161.75,161.75,3791900
2024-02-09,160.35000610351562,160.58999633789062,158.52999877929688,160.02999877929688,160.02999877929688,1563900
2024-02-12,160.7899932861328,160.99000549316406,158.91000366210938,159.32000732421875,159.32000732421875,1196300
2024-02-13,160.8300018310547,160.8300018310547,157.1300048828125,158.5800018310547,158.5800018310547,1383300
2024-02-14,159.1699981689453,161.75999450683594,157.9499969482422,161.38999938964844,161.38999938964844,1467600
2024-02-15,162.22999572753906,162.61000061035156,160.13999938964844,161.88999938964844,161.88999938964844,1757300
